policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1384,State Vocational Education Reform 64,Early Childhood,Karnataka,2024,Urban Students,Implemented,13.83,"Central Government, Donors",0.504,This policy aims to improve digital access in Early Childhood through grants to schools in Karnataka.,Increase reach by 5% in 2 years.,This policy aims to improve digital access in Early Childhood through grants to schools in Karnataka. Goals: Increase reach by 5% in 2 years.
P1385,District Higher Education Education Reform 80,Early Childhood,Uttar Pradesh,2015,Teachers,Implemented,3.44,"Ministry of Education, Local NGOs",0.229,This policy aims to improve learning outcomes in Early Childhood through public-private partnerships in Uttar Pradesh.,Increase reach by 24% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through public-private partnerships in Uttar Pradesh. Goals: Increase reach by 24% in 3 years.
P1386,National Primary Education Reform 14,Vocational,Tamil Nadu,2017,Disadvantaged Groups,Under Review,19.49,"EdTech Companies, Universities",0.421,This policy aims to improve learning outcomes in Vocational through grants to schools in Tamil Nadu.,Increase reach by 24% in 3 years.,This policy aims to improve learning outcomes in Vocational through grants to schools in Tamil Nadu. Goals: Increase reach by 24% in 3 years.
P1387,State Vocational Education Reform 9,Vocational,Rajasthan,2016,Rural Students,Pilot,6.83,"Teachers' Unions, Community Leaders",0.393,This policy aims to improve digital access in Vocational through scholarship schemes in Rajasthan.,Increase reach by 18% in 2 years.,This policy aims to improve digital access in Vocational through scholarship schemes in Rajasthan. Goals: Increase reach by 18% in 2 years.
P1388,District Primary Education Reform 14,Early Childhood,Rajasthan,2016,Urban Students,Under Review,0.34,"Teachers' Unions, Community Leaders",0.331,This policy aims to improve early childhood development in Early Childhood through scholarship schemes in Rajasthan.,Increase reach by 27% in 2 years.,This policy aims to improve early childhood development in Early Childhood through scholarship schemes in Rajasthan. Goals: Increase reach by 27% in 2 years.
P1389,District Early Childhood Education Reform 64,Early Childhood,Gujarat,2022,All,Implemented,15.63,"State Education Department, Private Partners",0.101,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Gujarat.,Increase reach by 12% in 2 years.,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Gujarat. Goals: Increase reach by 12% in 2 years.
P1390,District Vocational Education Reform 53,Primary,Kerala,2020,Women,Implemented,3.38,"Teachers' Unions, Community Leaders",0.326,This policy aims to improve learning outcomes in Primary through digital device distribution in Kerala.,Increase reach by 24% in 5 years.,This policy aims to improve learning outcomes in Primary through digital device distribution in Kerala. Goals: Increase reach by 24% in 5 years.
P1391,District Higher Education Education Reform 99,Primary,Maharashtra,2025,Rural Students,Under Review,0.39,"EdTech Companies, Universities",0.955,This policy aims to improve infrastructure in Primary through teacher training programs in Maharashtra.,Increase reach by 26% in 3 years.,This policy aims to improve infrastructure in Primary through teacher training programs in Maharashtra. Goals: Increase reach by 26% in 3 years.
P1392,District Vocational Education Reform 61,Primary,Tamil Nadu,2022,Teachers,Pilot,57.0,"Central Government, Donors",0.926,This policy aims to improve learning outcomes in Primary through scholarship schemes in Tamil Nadu.,Increase reach by 24% in 5 years.,This policy aims to improve learning outcomes in Primary through scholarship schemes in Tamil Nadu. Goals: Increase reach by 24% in 5 years.
P1393,District Higher Education Education Reform 72,Early Childhood,Karnataka,2018,Women,Under Review,25.3,"State Education Department, Private Partners",0.35,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Karnataka.,Increase reach by 29% in 5 years.,This policy aims to improve learning outcomes in Early Childhood through digital device distribution in Karnataka. Goals: Increase reach by 29% in 5 years.
P1394,National Early Childhood Education Reform 78,Vocational,Tamil Nadu,2024,Students,Under Review,76.79,"Teachers' Unions, Community Leaders",0.468,This policy aims to improve digital access in Vocational through teacher training programs in Tamil Nadu.,Increase reach by 28% in 4 years.,This policy aims to improve digital access in Vocational through teacher training programs in Tamil Nadu. Goals: Increase reach by 28% in 4 years.
P1395,State Secondary Education Reform 68,Higher Education,Tamil Nadu,2016,Rural Students,Proposed,18.7,"Central Government, Donors",0.55,This policy aims to improve digital access in Higher Education through scholarship schemes in Tamil Nadu.,Increase reach by 14% in 2 years.,This policy aims to improve digital access in Higher Education through scholarship schemes in Tamil Nadu. Goals: Increase reach by 14% in 2 years.
P1396,State Vocational Education Reform 94,Early Childhood,Delhi,2020,Teachers,Proposed,8.08,"Ministry of Education, Local NGOs",0.509,This policy aims to improve vocational skills in Early Childhood through scholarship schemes in Delhi.,Increase reach by 12% in 1 years.,This policy aims to improve vocational skills in Early Childhood through scholarship schemes in Delhi. Goals: Increase reach by 12% in 1 years.
P1397,State Primary Education Reform 88,Early Childhood,Maharashtra,2020,Urban Students,Proposed,2.84,"Teachers' Unions, Community Leaders",0.12,This policy aims to improve teacher quality in Early Childhood through public-private partnerships in Maharashtra.,Increase reach by 18% in 3 years.,This policy aims to improve teacher quality in Early Childhood through public-private partnerships in Maharashtra. Goals: Increase reach by 18% in 3 years.
P1398,National Secondary Education Reform 37,Higher Education,Rajasthan,2020,All,Pilot,1.73,"State Education Department, Private Partners",0.344,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Rajasthan.,Increase reach by 40% in 5 years.,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Rajasthan. Goals: Increase reach by 40% in 5 years.
P1399,National Secondary Education Reform 70,Higher Education,Rajasthan,2020,Rural Students,Implemented,65.93,"State Education Department, Private Partners",0.163,This policy aims to improve early childhood development in Higher Education through digital device distribution in Rajasthan.,Increase reach by 39% in 4 years.,This policy aims to improve early childhood development in Higher Education through digital device distribution in Rajasthan. Goals: Increase reach by 39% in 4 years.
P1400,National Secondary Education Reform 4,Vocational,Karnataka,2016,Urban Students,Proposed,2.42,"State Education Department, Private Partners",0.727,This policy aims to improve early childhood development in Vocational through public-private partnerships in Karnataka.,Increase reach by 33% in 5 years.,This policy aims to improve early childhood development in Vocational through public-private partnerships in Karnataka. Goals: Increase reach by 33% in 5 years.
P1401,State Higher Education Education Reform 43,Secondary,Rajasthan,2016,All,Pilot,6.39,"Central Government, Donors",0.187,This policy aims to improve teacher quality in Secondary through public-private partnerships in Rajasthan.,Increase reach by 34% in 4 years.,This policy aims to improve teacher quality in Secondary through public-private partnerships in Rajasthan. Goals: Increase reach by 34% in 4 years.
P1402,National Secondary Education Reform 19,Early Childhood,Delhi,2020,Urban Students,Implemented,83.1,"Teachers' Unions, Community Leaders",0.503,This policy aims to improve learning outcomes in Early Childhood through grants to schools in Delhi.,Increase reach by 35% in 1 years.,This policy aims to improve learning outcomes in Early Childhood through grants to schools in Delhi. Goals: Increase reach by 35% in 1 years.
P1403,State Vocational Education Reform 60,Secondary,Delhi,2020,Women,Implemented,2.33,"Ministry of Education, Local NGOs",0.39,This policy aims to improve vocational skills in Secondary through grants to schools in Delhi.,Increase reach by 24% in 5 years.,This policy aims to improve vocational skills in Secondary through grants to schools in Delhi. Goals: Increase reach by 24% in 5 years.
P1404,State Vocational Education Reform 76,Vocational,Uttar Pradesh,2024,Teachers,Implemented,0.25,"Teachers' Unions, Community Leaders",0.285,This policy aims to improve vocational skills in Vocational through scholarship schemes in Uttar Pradesh.,Increase reach by 32% in 4 years.,This policy aims to improve vocational skills in Vocational through scholarship schemes in Uttar Pradesh. Goals: Increase reach by 32% in 4 years.
P1405,District Higher Education Education Reform 70,Secondary,Tamil Nadu,2025,Disadvantaged Groups,Proposed,0.15,"EdTech Companies, Universities",0.512,This policy aims to improve early childhood development in Secondary through grants to schools in Tamil Nadu.,Increase reach by 33% in 2 years.,This policy aims to improve early childhood development in Secondary through grants to schools in Tamil Nadu. Goals: Increase reach by 33% in 2 years.
P1406,State Vocational Education Reform 9,Early Childhood,Maharashtra,2025,All,Pilot,59.54,"Ministry of Education, Local NGOs",0.181,This policy aims to improve infrastructure in Early Childhood through scholarship schemes in Maharashtra.,Increase reach by 5% in 2 years.,This policy aims to improve infrastructure in Early Childhood through scholarship schemes in Maharashtra. Goals: Increase reach by 5% in 2 years.
P1407,District Secondary Education Reform 58,Early Childhood,Delhi,2021,Women,Pilot,8.08,"Teachers' Unions, Community Leaders",0.367,This policy aims to improve vocational skills in Early Childhood through digital device distribution in Delhi.,Increase reach by 32% in 3 years.,This policy aims to improve vocational skills in Early Childhood through digital device distribution in Delhi. Goals: Increase reach by 32% in 3 years.
P1408,National Early Childhood Education Reform 2,Early Childhood,Rajasthan,2021,All,Implemented,24.99,"EdTech Companies, Universities",0.961,This policy aims to improve learning outcomes in Early Childhood through public-private partnerships in Rajasthan.,Increase reach by 40% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through public-private partnerships in Rajasthan. Goals: Increase reach by 40% in 3 years.
P1409,National Higher Education Education Reform 4,Secondary,West Bengal,2024,Urban Students,Under Review,0.26,"Central Government, Donors",0.585,This policy aims to improve vocational skills in Secondary through teacher training programs in West Bengal.,Increase reach by 35% in 2 years.,This policy aims to improve vocational skills in Secondary through teacher training programs in West Bengal. Goals: Increase reach by 35% in 2 years.
P1410,National Early Childhood Education Reform 50,Higher Education,West Bengal,2017,Rural Students,Implemented,5.17,"Ministry of Education, Local NGOs",0.228,This policy aims to improve digital access in Higher Education through public-private partnerships in West Bengal.,Increase reach by 32% in 2 years.,This policy aims to improve digital access in Higher Education through public-private partnerships in West Bengal. Goals: Increase reach by 32% in 2 years.
P1411,National Secondary Education Reform 83,Vocational,Gujarat,2024,Urban Students,Implemented,0.3,"EdTech Companies, Universities",0.83,This policy aims to improve digital access in Vocational through digital device distribution in Gujarat.,Increase reach by 19% in 2 years.,This policy aims to improve digital access in Vocational through digital device distribution in Gujarat. Goals: Increase reach by 19% in 2 years.
P1412,State Early Childhood Education Reform 1,Early Childhood,Gujarat,2018,Disadvantaged Groups,Under Review,0.47,"EdTech Companies, Universities",0.427,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Gujarat.,Increase reach by 35% in 3 years.,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Gujarat. Goals: Increase reach by 35% in 3 years.
P1413,National Early Childhood Education Reform 62,Primary,Tamil Nadu,2023,All,Under Review,0.31,"EdTech Companies, Universities",0.892,This policy aims to improve learning outcomes in Primary through teacher training programs in Tamil Nadu.,Increase reach by 35% in 1 years.,This policy aims to improve learning outcomes in Primary through teacher training programs in Tamil Nadu. Goals: Increase reach by 35% in 1 years.
P1414,District Early Childhood Education Reform 75,Higher Education,Punjab,2015,Rural Students,Proposed,0.28,"Central Government, Donors",0.611,This policy aims to improve teacher quality in Higher Education through curriculum reform in Punjab.,Increase reach by 27% in 3 years.,This policy aims to improve teacher quality in Higher Education through curriculum reform in Punjab. Goals: Increase reach by 27% in 3 years.
P1415,State Secondary Education Reform 5,Early Childhood,Delhi,2024,Rural Students,Proposed,0.33,"EdTech Companies, Universities",0.146,This policy aims to improve teacher quality in Early Childhood through public-private partnerships in Delhi.,Increase reach by 6% in 3 years.,This policy aims to improve teacher quality in Early Childhood through public-private partnerships in Delhi. Goals: Increase reach by 6% in 3 years.
P1416,State Primary Education Reform 17,Early Childhood,Maharashtra,2019,Rural Students,Implemented,42.02,"Teachers' Unions, Community Leaders",0.113,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Maharashtra.,Increase reach by 16% in 5 years.,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Maharashtra. Goals: Increase reach by 16% in 5 years.
P1417,District Secondary Education Reform 85,Vocational,Kerala,2017,Rural Students,Implemented,0.17,"EdTech Companies, Universities",0.867,This policy aims to improve teacher quality in Vocational through grants to schools in Kerala.,Increase reach by 14% in 5 years.,This policy aims to improve teacher quality in Vocational through grants to schools in Kerala. Goals: Increase reach by 14% in 5 years.
P1418,National Vocational Education Reform 97,Vocational,West Bengal,2018,Disadvantaged Groups,Pilot,8.16,"Teachers' Unions, Community Leaders",0.148,This policy aims to improve teacher quality in Vocational through grants to schools in West Bengal.,Increase reach by 8% in 2 years.,This policy aims to improve teacher quality in Vocational through grants to schools in West Bengal. Goals: Increase reach by 8% in 2 years.
P1419,State Vocational Education Reform 61,Higher Education,Gujarat,2023,Teachers,Pilot,0.29,"State Education Department, Private Partners",0.572,This policy aims to improve digital access in Higher Education through grants to schools in Gujarat.,Increase reach by 23% in 4 years.,This policy aims to improve digital access in Higher Education through grants to schools in Gujarat. Goals: Increase reach by 23% in 4 years.
P1420,State Higher Education Education Reform 68,Primary,Maharashtra,2023,Disadvantaged Groups,Under Review,0.34,"Teachers' Unions, Community Leaders",0.398,This policy aims to improve teacher quality in Primary through grants to schools in Maharashtra.,Increase reach by 21% in 5 years.,This policy aims to improve teacher quality in Primary through grants to schools in Maharashtra. Goals: Increase reach by 21% in 5 years.
P1421,State Vocational Education Reform 99,Secondary,Punjab,2018,Women,Under Review,9.7,"Ministry of Education, Local NGOs",0.699,This policy aims to improve learning outcomes in Secondary through grants to schools in Punjab.,Increase reach by 31% in 1 years.,This policy aims to improve learning outcomes in Secondary through grants to schools in Punjab. Goals: Increase reach by 31% in 1 years.
P1422,District Primary Education Reform 88,Vocational,Kerala,2018,Disadvantaged Groups,Under Review,35.45,"Ministry of Education, Local NGOs",0.651,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Kerala.,Increase reach by 18% in 5 years.,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Kerala. Goals: Increase reach by 18% in 5 years.
P1423,District Primary Education Reform 91,Primary,Maharashtra,2024,Teachers,Pilot,18.44,"State Education Department, Private Partners",0.325,This policy aims to improve digital access in Primary through public-private partnerships in Maharashtra.,Increase reach by 9% in 4 years.,This policy aims to improve digital access in Primary through public-private partnerships in Maharashtra. Goals: Increase reach by 9% in 4 years.
P1424,State Vocational Education Reform 89,Higher Education,Delhi,2017,All,Proposed,82.17,"Central Government, Donors",0.446,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Delhi.,Increase reach by 21% in 2 years.,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Delhi. Goals: Increase reach by 21% in 2 years.
P1425,State Primary Education Reform 63,Secondary,Punjab,2021,Teachers,Pilot,1.15,"Central Government, Donors",0.294,This policy aims to improve vocational skills in Secondary through grants to schools in Punjab.,Increase reach by 33% in 3 years.,This policy aims to improve vocational skills in Secondary through grants to schools in Punjab. Goals: Increase reach by 33% in 3 years.
P1426,National Primary Education Reform 10,Primary,Punjab,2019,All,Pilot,4.53,"State Education Department, Private Partners",0.681,This policy aims to improve learning outcomes in Primary through grants to schools in Punjab.,Increase reach by 29% in 3 years.,This policy aims to improve learning outcomes in Primary through grants to schools in Punjab. Goals: Increase reach by 29% in 3 years.
P1427,National Higher Education Education Reform 51,Early Childhood,Karnataka,2023,Disadvantaged Groups,Pilot,0.27,"Ministry of Education, Local NGOs",0.581,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Karnataka.,Increase reach by 35% in 1 years.,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Karnataka. Goals: Increase reach by 35% in 1 years.
P1428,District Early Childhood Education Reform 46,Higher Education,Delhi,2021,Students,Proposed,62.77,"Teachers' Unions, Community Leaders",0.172,This policy aims to improve digital access in Higher Education through digital device distribution in Delhi.,Increase reach by 17% in 2 years.,This policy aims to improve digital access in Higher Education through digital device distribution in Delhi. Goals: Increase reach by 17% in 2 years.
P1429,District Primary Education Reform 50,Secondary,Delhi,2021,Students,Under Review,0.13,"Central Government, Donors",0.754,This policy aims to improve infrastructure in Secondary through grants to schools in Delhi.,Increase reach by 17% in 1 years.,This policy aims to improve infrastructure in Secondary through grants to schools in Delhi. Goals: Increase reach by 17% in 1 years.
P1430,District Early Childhood Education Reform 31,Vocational,West Bengal,2016,All,Under Review,0.31,"Central Government, Donors",0.96,This policy aims to improve learning outcomes in Vocational through grants to schools in West Bengal.,Increase reach by 26% in 1 years.,This policy aims to improve learning outcomes in Vocational through grants to schools in West Bengal. Goals: Increase reach by 26% in 1 years.
P1431,State Primary Education Reform 52,Primary,Uttar Pradesh,2025,Disadvantaged Groups,Pilot,16.12,"State Education Department, Private Partners",0.923,This policy aims to improve learning outcomes in Primary through public-private partnerships in Uttar Pradesh.,Increase reach by 14% in 4 years.,This policy aims to improve learning outcomes in Primary through public-private partnerships in Uttar Pradesh. Goals: Increase reach by 14% in 4 years.
P1432,District Primary Education Reform 61,Early Childhood,Karnataka,2018,Disadvantaged Groups,Implemented,1.28,"Ministry of Education, Local NGOs",0.905,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Karnataka.,Increase reach by 15% in 5 years.,This policy aims to improve learning outcomes in Early Childhood through curriculum reform in Karnataka. Goals: Increase reach by 15% in 5 years.
P1433,National Primary Education Reform 15,Vocational,Punjab,2024,Teachers,Proposed,11.39,"Central Government, Donors",0.389,This policy aims to improve vocational skills in Vocational through scholarship schemes in Punjab.,Increase reach by 39% in 2 years.,This policy aims to improve vocational skills in Vocational through scholarship schemes in Punjab. Goals: Increase reach by 39% in 2 years.
P1434,State Secondary Education Reform 98,Primary,Punjab,2017,Rural Students,Proposed,1.73,"Central Government, Donors",0.25,This policy aims to improve teacher quality in Primary through scholarship schemes in Punjab.,Increase reach by 15% in 4 years.,This policy aims to improve teacher quality in Primary through scholarship schemes in Punjab. Goals: Increase reach by 15% in 4 years.
P1435,National Early Childhood Education Reform 6,Secondary,Maharashtra,2025,Women,Pilot,5.23,"Central Government, Donors",0.172,This policy aims to improve learning outcomes in Secondary through teacher training programs in Maharashtra.,Increase reach by 10% in 5 years.,This policy aims to improve learning outcomes in Secondary through teacher training programs in Maharashtra. Goals: Increase reach by 10% in 5 years.
P1436,State Vocational Education Reform 89,Vocational,Tamil Nadu,2018,Teachers,Under Review,0.26,"State Education Department, Private Partners",0.643,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Tamil Nadu.,Increase reach by 16% in 4 years.,This policy aims to improve learning outcomes in Vocational through scholarship schemes in Tamil Nadu. Goals: Increase reach by 16% in 4 years.
P1437,District Primary Education Reform 81,Higher Education,Kerala,2021,Students,Implemented,6.76,"EdTech Companies, Universities",0.969,This policy aims to improve early childhood development in Higher Education through digital device distribution in Kerala.,Increase reach by 39% in 5 years.,This policy aims to improve early childhood development in Higher Education through digital device distribution in Kerala. Goals: Increase reach by 39% in 5 years.
P1438,National Vocational Education Reform 99,Secondary,Delhi,2015,Teachers,Proposed,15.28,"Central Government, Donors",0.543,This policy aims to improve infrastructure in Secondary through public-private partnerships in Delhi.,Increase reach by 7% in 1 years.,This policy aims to improve infrastructure in Secondary through public-private partnerships in Delhi. Goals: Increase reach by 7% in 1 years.
P1439,District Higher Education Education Reform 37,Secondary,West Bengal,2019,Rural Students,Pilot,0.97,"Ministry of Education, Local NGOs",0.923,This policy aims to improve infrastructure in Secondary through teacher training programs in West Bengal.,Increase reach by 6% in 4 years.,This policy aims to improve infrastructure in Secondary through teacher training programs in West Bengal. Goals: Increase reach by 6% in 4 years.
P1440,District Primary Education Reform 10,Secondary,Gujarat,2024,Women,Under Review,0.18,"Teachers' Unions, Community Leaders",0.305,This policy aims to improve learning outcomes in Secondary through digital device distribution in Gujarat.,Increase reach by 19% in 1 years.,This policy aims to improve learning outcomes in Secondary through digital device distribution in Gujarat. Goals: Increase reach by 19% in 1 years.
P1441,National Vocational Education Reform 26,Vocational,Uttar Pradesh,2016,Urban Students,Pilot,4.51,"State Education Department, Private Partners",0.292,This policy aims to improve early childhood development in Vocational through curriculum reform in Uttar Pradesh.,Increase reach by 16% in 4 years.,This policy aims to improve early childhood development in Vocational through curriculum reform in Uttar Pradesh. Goals: Increase reach by 16% in 4 years.
P1442,State Secondary Education Reform 59,Secondary,Kerala,2019,Teachers,Under Review,5.48,"EdTech Companies, Universities",0.153,This policy aims to improve infrastructure in Secondary through grants to schools in Kerala.,Increase reach by 34% in 4 years.,This policy aims to improve infrastructure in Secondary through grants to schools in Kerala. Goals: Increase reach by 34% in 4 years.
P1443,State Secondary Education Reform 98,Higher Education,Uttar Pradesh,2019,Women,Implemented,13.67,"EdTech Companies, Universities",0.861,This policy aims to improve learning outcomes in Higher Education through curriculum reform in Uttar Pradesh.,Increase reach by 38% in 4 years.,This policy aims to improve learning outcomes in Higher Education through curriculum reform in Uttar Pradesh. Goals: Increase reach by 38% in 4 years.
P1444,National Early Childhood Education Reform 61,Vocational,Delhi,2015,Disadvantaged Groups,Pilot,8.72,"Central Government, Donors",0.616,This policy aims to improve early childhood development in Vocational through teacher training programs in Delhi.,Increase reach by 5% in 4 years.,This policy aims to improve early childhood development in Vocational through teacher training programs in Delhi. Goals: Increase reach by 5% in 4 years.
P1445,National Primary Education Reform 61,Early Childhood,Karnataka,2021,Women,Pilot,0.42,"Ministry of Education, Local NGOs",0.503,This policy aims to improve infrastructure in Early Childhood through grants to schools in Karnataka.,Increase reach by 40% in 1 years.,This policy aims to improve infrastructure in Early Childhood through grants to schools in Karnataka. Goals: Increase reach by 40% in 1 years.
P1446,District Vocational Education Reform 28,Secondary,Kerala,2019,Teachers,Proposed,2.66,"Teachers' Unions, Community Leaders",0.244,This policy aims to improve digital access in Secondary through scholarship schemes in Kerala.,Increase reach by 6% in 4 years.,This policy aims to improve digital access in Secondary through scholarship schemes in Kerala. Goals: Increase reach by 6% in 4 years.
P1447,State Secondary Education Reform 91,Vocational,Tamil Nadu,2020,Disadvantaged Groups,Pilot,4.37,"Ministry of Education, Local NGOs",0.443,This policy aims to improve vocational skills in Vocational through digital device distribution in Tamil Nadu.,Increase reach by 38% in 1 years.,This policy aims to improve vocational skills in Vocational through digital device distribution in Tamil Nadu. Goals: Increase reach by 38% in 1 years.
P1448,State Vocational Education Reform 97,Higher Education,Punjab,2023,Women,Implemented,3.29,"Teachers' Unions, Community Leaders",0.755,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Punjab.,Increase reach by 28% in 1 years.,This policy aims to improve learning outcomes in Higher Education through scholarship schemes in Punjab. Goals: Increase reach by 28% in 1 years.
P1449,National Vocational Education Reform 47,Vocational,Punjab,2015,Rural Students,Under Review,14.72,"Ministry of Education, Local NGOs",0.599,This policy aims to improve infrastructure in Vocational through teacher training programs in Punjab.,Increase reach by 26% in 2 years.,This policy aims to improve infrastructure in Vocational through teacher training programs in Punjab. Goals: Increase reach by 26% in 2 years.
P1450,District Primary Education Reform 84,Vocational,Punjab,2018,All,Implemented,48.22,"Teachers' Unions, Community Leaders",0.548,This policy aims to improve digital access in Vocational through digital device distribution in Punjab.,Increase reach by 8% in 1 years.,This policy aims to improve digital access in Vocational through digital device distribution in Punjab. Goals: Increase reach by 8% in 1 years.
P1451,State Higher Education Education Reform 58,Vocational,Rajasthan,2023,All,Proposed,0.38,"EdTech Companies, Universities",0.901,This policy aims to improve digital access in Vocational through scholarship schemes in Rajasthan.,Increase reach by 28% in 1 years.,This policy aims to improve digital access in Vocational through scholarship schemes in Rajasthan. Goals: Increase reach by 28% in 1 years.
P1452,National Vocational Education Reform 12,Primary,West Bengal,2017,Rural Students,Proposed,1.24,"Ministry of Education, Local NGOs",0.72,This policy aims to improve digital access in Primary through teacher training programs in West Bengal.,Increase reach by 18% in 5 years.,This policy aims to improve digital access in Primary through teacher training programs in West Bengal. Goals: Increase reach by 18% in 5 years.
P1453,District Primary Education Reform 38,Vocational,Rajasthan,2017,Urban Students,Under Review,0.28,"Ministry of Education, Local NGOs",0.359,This policy aims to improve learning outcomes in Vocational through grants to schools in Rajasthan.,Increase reach by 19% in 5 years.,This policy aims to improve learning outcomes in Vocational through grants to schools in Rajasthan. Goals: Increase reach by 19% in 5 years.
P1454,District Higher Education Education Reform 53,Early Childhood,Kerala,2025,Disadvantaged Groups,Under Review,0.34,"EdTech Companies, Universities",0.849,This policy aims to improve digital access in Early Childhood through curriculum reform in Kerala.,Increase reach by 24% in 5 years.,This policy aims to improve digital access in Early Childhood through curriculum reform in Kerala. Goals: Increase reach by 24% in 5 years.
P1455,National Higher Education Education Reform 22,Higher Education,Uttar Pradesh,2022,Rural Students,Under Review,1.17,"Teachers' Unions, Community Leaders",0.506,This policy aims to improve infrastructure in Higher Education through scholarship schemes in Uttar Pradesh.,Increase reach by 15% in 5 years.,This policy aims to improve infrastructure in Higher Education through scholarship schemes in Uttar Pradesh. Goals: Increase reach by 15% in 5 years.
P1456,State Secondary Education Reform 23,Secondary,Tamil Nadu,2018,Students,Proposed,65.96,"Central Government, Donors",0.332,This policy aims to improve infrastructure in Secondary through teacher training programs in Tamil Nadu.,Increase reach by 40% in 1 years.,This policy aims to improve infrastructure in Secondary through teacher training programs in Tamil Nadu. Goals: Increase reach by 40% in 1 years.
P1457,District Higher Education Education Reform 45,Secondary,Kerala,2022,Women,Implemented,29.72,"Ministry of Education, Local NGOs",0.46,This policy aims to improve digital access in Secondary through teacher training programs in Kerala.,Increase reach by 34% in 3 years.,This policy aims to improve digital access in Secondary through teacher training programs in Kerala. Goals: Increase reach by 34% in 3 years.
P1458,National Primary Education Reform 95,Early Childhood,Rajasthan,2020,Disadvantaged Groups,Under Review,0.46,"EdTech Companies, Universities",0.694,This policy aims to improve early childhood development in Early Childhood through public-private partnerships in Rajasthan.,Increase reach by 33% in 3 years.,This policy aims to improve early childhood development in Early Childhood through public-private partnerships in Rajasthan. Goals: Increase reach by 33% in 3 years.
P1459,District Primary Education Reform 94,Vocational,Karnataka,2017,Disadvantaged Groups,Proposed,21.98,"EdTech Companies, Universities",0.848,This policy aims to improve digital access in Vocational through digital device distribution in Karnataka.,Increase reach by 10% in 3 years.,This policy aims to improve digital access in Vocational through digital device distribution in Karnataka. Goals: Increase reach by 10% in 3 years.
P1460,National Early Childhood Education Reform 83,Secondary,Punjab,2023,Teachers,Under Review,5.34,"EdTech Companies, Universities",0.856,This policy aims to improve vocational skills in Secondary through public-private partnerships in Punjab.,Increase reach by 10% in 5 years.,This policy aims to improve vocational skills in Secondary through public-private partnerships in Punjab. Goals: Increase reach by 10% in 5 years.
P1461,State Secondary Education Reform 63,Higher Education,Punjab,2024,Women,Proposed,51.8,"Central Government, Donors",0.429,This policy aims to improve teacher quality in Higher Education through grants to schools in Punjab.,Increase reach by 23% in 3 years.,This policy aims to improve teacher quality in Higher Education through grants to schools in Punjab. Goals: Increase reach by 23% in 3 years.
P1462,State Higher Education Education Reform 58,Early Childhood,Maharashtra,2018,Disadvantaged Groups,Pilot,0.42,"Teachers' Unions, Community Leaders",0.246,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Maharashtra.,Increase reach by 31% in 2 years.,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Maharashtra. Goals: Increase reach by 31% in 2 years.
P1463,District Early Childhood Education Reform 12,Secondary,Uttar Pradesh,2019,Urban Students,Under Review,4.7,"EdTech Companies, Universities",0.773,This policy aims to improve learning outcomes in Secondary through grants to schools in Uttar Pradesh.,Increase reach by 31% in 3 years.,This policy aims to improve learning outcomes in Secondary through grants to schools in Uttar Pradesh. Goals: Increase reach by 31% in 3 years.
P1464,State Secondary Education Reform 72,Vocational,Punjab,2017,Teachers,Implemented,0.22,"Central Government, Donors",0.138,This policy aims to improve teacher quality in Vocational through scholarship schemes in Punjab.,Increase reach by 24% in 4 years.,This policy aims to improve teacher quality in Vocational through scholarship schemes in Punjab. Goals: Increase reach by 24% in 4 years.
P1465,District Vocational Education Reform 29,Primary,Karnataka,2017,Rural Students,Under Review,0.15,"Teachers' Unions, Community Leaders",0.471,This policy aims to improve digital access in Primary through public-private partnerships in Karnataka.,Increase reach by 20% in 1 years.,This policy aims to improve digital access in Primary through public-private partnerships in Karnataka. Goals: Increase reach by 20% in 1 years.
P1466,National Higher Education Education Reform 64,Primary,Punjab,2020,Women,Pilot,0.45,"Central Government, Donors",0.967,This policy aims to improve learning outcomes in Primary through digital device distribution in Punjab.,Increase reach by 37% in 5 years.,This policy aims to improve learning outcomes in Primary through digital device distribution in Punjab. Goals: Increase reach by 37% in 5 years.
